,Gratian0,Gratian1,dePen,Gratian2
Gratian0,0,3.2830620738245075,3.2772866709322908,2.97836931381349
Gratian1,1.5666819171761057,0,0.7919560913256924,0.7068951120890177
dePen,2.0974263576582564,1.2750422969121105,0,1.6198537180124184
Gratian2,1.4649008516927955,0.7888961441312199,1.1138988388868585,0
